ShuttleLocation,ShuttleType,EngineType,EngineVendor,Engines,PassengerCapacity,CancellationPolicy,Crew,DCheckComplete,MoonClearanceComplete,Price,CompanyId,ShuttleId,ReviewScoresRating,ReviewScoresComfort,ReviewScoresAmenities,ReviewScoresTrip,ReviewScoresCrew,ReviewScoresLocation,ReviewScoresPrice,NumberOfReviews,ReviewsPerMonth,Id,CompanyRating,CompanyLocation,TotalFleetCount,IataApproved
Russian Federation,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2300,46644,13137,88,9,9,9,9,10,9,15,2.59,46644,1,Finland,1,False
Micronesia,Type V5,Plasma,ThetaBase Services,1,5,strict,3,True,False,2027,10883,19893,54,7,6,9,9,7,6,7,1.26,10883,1,Niger,8,True
Barbados,Type V5,Plasma,ThetaBase Services,0,4,strict,3,False,False,2560,13553,65114,80,10,10,10,10,9,9,5,1.25,13553,0.93,Vietnam,5,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,4705,6711,3741,98,10,10,10,10,10,9,26,4.46,6711,1,Spain,3,False
Mexico,Type V5,Quantum,ThetaBase Services,1,1,strict,1,True,False,1208,19880,50155,100,10,10,10,10,10,10,8,1.55,19880,1,Greenland,1,False
Barbados,Type F5,Quantum,ThetaBase Services,1,3,strict,3,True,False,1637,6984,67732,91,9,9,9,10,10,9,18,3.18,6984,1,Suriname,9,False
Barbados,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1390,35640,50005,90,10,9,10,10,10,9,27,4.97,35640,1,Uganda,3,False
Gambia,Type F5,Plasma,ThetaBase Services,3,4,strict,3,True,False,3132,40910,33093,99,10,10,10,10,9,10,16,2.96,40910,1,France,2,False
Russian Federation,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,True,False,1182,44625,64242,93,9,8,10,9,10,10,8,1.37,44625,1,Russian Federation,2,False
Uzbekistan,Type V2,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1520,37652,67318,92,10,10,10,10,8,10,5,0.93,37652,1,Kiribati,3,True
Faroe Islands,Type F5,Plasma,ThetaBase Services,3,4,strict,3,False,False,1780,28828,23476,100,10,10,10,10,10,10,5,1.03,28828,1,Isle of Man,198,True
Switzerland,Type F5,Quantum,ThetaBase Services,1,3,strict,2,True,False,1455,38207,14796,97,10,10,10,10,9,9,13,2.71,38207,1,Turks and Caicos Islands,2,True
Uzbekistan,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2040,37652,28378,95,9,10,10,10,8,10,4,0.75,37652,1,Kiribati,3,True
Uzbekistan,Type V7,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1585,10110,6349,97,9,9,9,10,10,10,6,1.06,10110,1,Costa Rica,1,True
Malta,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2235,37362,36498,100,10,10,10,10,10,10,1,0.23,37362,1,Niue,1,False
Niue,Type V5,Plasma,ThetaBase Services,1,2,moderate,0,True,False,1819,46124,40486,98,10,10,10,10,9,10,9,2.2,46124,1,Niue,1,False
Uzbekistan,Type V2,Quantum,ThetaBase Services,1,1,strict,1,True,False,1234,37652,9525,100,9,10,9,10,9,9,3,0.89,37652,1,Kiribati,3,True
Barbados,Type V2,Plasma,ThetaBase Services,3,6,strict,4,True,False,5940,8225,68968,89,9,10,9,9,10,8,14,3.11,8225,0.95,Barbados,31,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,2820,3176,38389,100,10,10,10,10,10,10,4,1.08,3176,1,Uzbekistan,1,True
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1845,44205,55253,94,10,10,10,10,9,10,8,1.44,44205,1,Sao Tome and Principe,2,False
Uzbekistan,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1897,43108,22348,100,10,10,10,10,10,10,6,1.08,43108,1,Vietnam,2,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,strict,1,True,False,2157,4446,26145,93,10,9,9,10,10,9,8,1.61,4446,1,Uganda,58,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1637,38668,39177,98,10,10,10,10,10,10,17,3.31,38668,1,Lithuania,1,True
Micronesia,Type V5,Plasma,ThetaBase Services,1,6,strict,3,False,False,2417,10883,37138,90,10,10,10,10,10,9,4,0.83,10883,1,Niger,8,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1520,33336,13996,100,10,10,10,10,10,10,1,0.43,33336,0.75,Nicaragua,1,False
Malta,Type V5,Plasma,ThetaBase Services,2,3,strict,1,True,False,2417,21548,23762,100,9,9,10,10,9,10,2,0.38,21548,0.43,Brazil,1,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,1975,3888,76665,99,10,10,10,10,10,10,19,3.68,3888,1,Isle of Man,1,False
United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1442,39919,41833,94,10,10,10,10,10,10,11,1.93,39919,0.9,Guinea,3,True
Malta,Type V5,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1195,9169,9064,95,10,10,10,10,9,10,16,2.96,9169,0.9,Guernsey,1,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1520,41257,37838,100,10,10,10,10,10,10,5,1.03,41257,1,Monaco,1,False
Indonesia,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2820,5891,74598,100,10,10,10,10,10,10,1,0.2,5891,1,Faroe Islands,1,True
United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,1403,23874,44975,87,9,10,10,9,10,10,6,1.35,23874,1,Denmark,1,False
Barbados,Type V5,Plasma,ThetaBase Services,2,8,strict,4,False,False,2430,23143,36842,100,10,8,10,10,10,10,1,0.26,23143,0.65,Bouvet Island (Bouvetoya),14,False
Bosnia and Herzegovina,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1156,15943,13413,100,10,10,10,10,8,8,1,0.27,15943,1,Puerto Rico,2,False
Rwanda,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2560,28828,33938,100,10,10,10,10,10,10,4,0.92,28828,1,Isle of Man,198,True
United Kingdom,Type V5,Plasma,ThetaBase Services,1,4,strict,1,False,False,1910,28828,65610,90,9,9,10,10,10,9,5,1.27,28828,1,Isle of Man,198,True
Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,2430,36363,39008,97,10,10,10,9,10,9,19,4.56,36363,0.82,Marshall Islands,5,False
Uzbekistan,Type V5,Plasma,ThetaBase Services,2,6,strict,3,True,False,3626,3389,27893,100,10,9,9,10,10,9,3,0.65,3389,1,Estonia,13,False
Malta,Type V5,Plasma,ThetaBase Services,2,5,strict,3,True,False,3210,13641,64496,90,9,8,10,9,9,8,6,1.26,13641,0.85,Mauritania,23,False
Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,2950,18031,76000,80,5,9,10,9,9,8,3,1.41,18031,1,Reunion,4,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,4,moderate,2,False,False,1949,15761,15333,87,10,10,10,8,9,10,3,1.41,15761,1,Nicaragua,1,False
Barbados,Type V5,Plasma,ThetaBase Services,2,5,strict,1,True,False,2820,18031,41697,100,10,10,10,10,10,10,1,0.46,18031,1,Reunion,4,False
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1351,1564,18049,80,10,8,10,8,8,8,4,0.72,1564,1,Indonesia,12,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2898,24033,12809,89,10,9,8,10,9,9,9,1.61,24033,1,Uganda,45,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,True,False,2820,27056,36740,98,10,10,10,10,10,9,19,5.59,27056,1,Kenya,4,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2066,6894,36944,40,6,2,2,2,6,4,1,0.18,6894,0.8,Estonia,47,True
United Kingdom,Type V5,Quantum,ThetaBase Services,2,6,moderate,3,False,False,3600,49904,19898,95,10,10,9,9,10,9,4,0.81,49904,1,Senegal,1,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,moderate,3,False,False,3470,18077,59695,100,10,10,10,10,10,10,1,0.86,18077,1,Sao Tome and Principe,139,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1390,20114,41613,96,10,9,10,10,10,9,6,1.12,20114,1,Croatia,1,True
Barbados,Type V5,Plasma,ThetaBase Services,0,2,moderate,1,False,False,2196,8367,6679,94,10,9,9,10,10,10,10,2.1,8367,1,Nicaragua,1,False
Rwanda,Type V5,Plasma,ThetaBase Services,2,6,strict,2,False,False,1260,5262,30218,93,9,9,10,10,9,9,3,0.71,5262,1,Croatia,1,True
Isle of Man,Type V5,Plasma,ThetaBase Services,2,5,moderate,2,True,False,2755,8355,39240,85,9,10,10,10,9,10,4,0.78,8355,0.87,Togo,16,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1325,26689,19159,91,10,8,10,10,10,9,9,2.01,26689,0.8,Svalbard & Jan Mayen Islands,1,False
Micronesia,Type E3,Quantum,ThetaBase Services,1,1,moderate,0,False,False,1715,48994,68119,89,10,9,10,10,9,9,7,1.44,48994,1,Rwanda,1,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2833,1711,997,100,10,10,10,10,8,10,1,1,1711,1,Jersey,1,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,2170,41991,6477,97,10,10,9,10,10,9,15,2.9,41991,1,Mexico,1,True
Barbados,Type V5,Plasma,ThetaBase Services,2,6,strict,3,False,False,2950,3314,76265,91,10,9,9,10,10,9,11,2.19,3314,1,Slovakia (Slovak Republic),10,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,4,moderate,1,True,False,2001,45133,11596,90,10,9,10,10,10,9,12,2.9,45133,0.77,Chile,1,False
Barbados,Type V5,Plasma,ThetaBase Services,2,2,flexible,2,False,False,2196,410,35848,97,10,10,10,10,9,10,6,1.38,410,1,Bouvet Island (Bouvetoya),1,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,6,flexible,1,False,False,2430,17210,31034,94,10,10,10,10,10,9,20,4.29,17210,1,Maldives,2,False
Barbados,Type G0,Quantum,ThetaBase Services,1,3,strict,2,True,False,2170,15693,27753,87,9,9,10,9,10,9,26,5.2,15693,1,Vietnam,6,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,6070,18077,48929,92,10,9,9,10,9,9,10,1.96,18077,1,Sao Tome and Principe,139,False
Micronesia,Type V5,Plasma,ThetaBase Services,1,4,strict,1,True,False,2430,10883,19895,87,9,9,8,9,9,9,14,2.88,10883,1,Niger,8,True
Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1507,29226,46851,80,9,8,10,10,10,9,2,0.38,29226,1,Russian Federation,1,False
Barbados,Type V5,Plasma,ThetaBase Services,1,3,strict,1,False,False,2690,4330,11721,100,10,8,10,10,10,8,1,0.21,4330,0.94,Ukraine,60,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2820,24033,48368,100,10,10,10,10,10,10,1,0.19,24033,1,Uganda,45,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,0,2,flexible,1,True,False,1676,13396,13918,90,9,6,10,9,9,10,2,0.43,13396,1,Uruguay,1,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,True,False,1260,5231,43299,80,10,8,10,10,10,10,2,0.37,5231,1,Nicaragua,1,False
Barbados,Type V5,Plasma,ThetaBase Services,2,5,strict,3,False,False,3600,43540,9502,100,8,8,10,10,10,8,1,0.22,43540,0.72,Bosnia and Herzegovina,25,False
Gambia,Type V5,Plasma,ThetaBase Services,3,5,strict,3,True,False,1780,23855,63054,87,9,9,10,10,9,9,15,3.1,23855,0.94,France,2,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1,4,moderate,2,True,False,1390,44708,15101,97,10,10,10,10,9,10,31,5.81,44708,1,Gibraltar,1,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2,6,strict,3,False,False,2625,24603,41072,95,10,10,10,10,10,9,12,2.35,24603,1,Senegal,1,False
Estonia,Type F5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1455,1616,58259,99,10,10,10,10,9,9,33,6.11,1616,1,Zimbabwe,1,True
United Kingdom,Type V2,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1637,3065,62502,100,10,8,10,10,10,10,1,0.23,3065,1,Tunisia,1,True
United Kingdom,Type F5,Plasma,ThetaBase Services,3,7,moderate,3,False,False,2105,31437,70252,100,10,10,10,10,9,10,8,1.45,31437,0.9,Denmark,1,False
Malta,Type V5,Plasma,ThetaBase Services,1,3,flexible,2,False,False,2235,46607,50910,94,10,10,10,10,10,9,7,1.51,46607,1,Brazil,4,False
Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,5,10,strict,7,False,False,3210,28828,31718,93,9,9,9,10,10,9,6,1.33,28828,1,Isle of Man,198,True
Barbados,Type V5,Plasma,ThetaBase Services,1,4,moderate,3,False,False,1780,25662,46664,95,10,10,10,10,9,9,11,2.08,25662,1,Bouvet Island (Bouvetoya),1,False
Malta,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1910,28828,16332,91,10,10,10,10,10,9,13,2.87,28828,1,Isle of Man,198,True
Niue,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,True,False,1260,36002,10571,97,9,9,10,10,10,9,7,1.3,36002,1,Niue,1,False
Estonia,Type F5,Plasma,ThetaBase Services,3,5,strict,5,False,False,3210,31889,60827,100,10,10,10,10,10,10,1,0.29,31889,1,Zimbabwe,1,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2755,24252,44176,86,9,9,8,10,10,9,10,2.24,24252,0.8,Tonga,2,False
Barbados,Type G0,Quantum,ThetaBase Services,1,4,strict,2,True,False,2170,15693,42037,93,9,9,10,10,10,9,17,3.29,15693,1,Vietnam,6,False
Barbados,Type G0,Quantum,ThetaBase Services,1,3,strict,2,True,False,2170,15693,3271,90,10,10,10,10,10,9,39,7.6,15693,1,Vietnam,6,False
Barbados,Type G0,Quantum,ThetaBase Services,1,3,strict,2,True,False,2170,15693,55894,93,10,10,10,10,10,10,20,4,15693,1,Vietnam,6,False
Barbados,Type G0,Quantum,ThetaBase Services,1,2,strict,1,True,False,1910,15693,42192,92,9,9,10,10,10,9,13,2.57,15693,1,Vietnam,6,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1,4,moderate,1,False,False,1780,29322,21320,98,9,10,9,10,10,10,10,1.96,29322,1,Gambia,1,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2950,30052,65539,100,10,10,10,10,10,10,1,0.43,30052,1,Turkmenistan,1,False
Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,2820,40264,60575,99,10,10,10,10,10,10,19,3.73,40264,1,Russian Federation,1,False
Anguilla,Type G0,Plasma,ThetaBase Services,2,4,flexible,3,False,False,1754,2673,40009,93,10,9,10,10,9,8,3,0.87,2673,0.93,Anguilla,2,False
United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,1962,22050,75958,93,10,9,9,9,10,10,3,0.87,22050,1,Peru,2,False
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1390,18629,25382,100,9,9,10,10,10,10,4,0.83,18629,1,Sao Tome and Principe,3,False
United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,False,False,1325,26875,65243,99,10,9,10,10,10,10,14,2.75,26875,1,Tanzania,1,False
United Kingdom,Type V5,Plasma,ThetaBase Services,0,2,moderate,1,True,False,1754,31748,15891,100,10,10,10,9,10,10,5,1.08,31748,1,Lithuania,1,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,True,False,3015,21060,70788,95,10,10,10,10,10,10,18,3.75,21060,1,Tunisia,1,False
Malta,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1650,49579,16058,98,10,10,10,10,10,10,25,4.84,49579,0.9,Marshall Islands,2,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,1832,30286,6891,89,9,10,9,9,10,9,9,2.14,30286,1,Montserrat,39,False
Barbados,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2755,30286,52474,92,10,8,9,10,8,9,11,2.31,30286,1,Montserrat,39,False
Barbados,Type V5,Plasma,ThetaBase Services,3,5,moderate,3,False,False,3730,30286,75203,94,10,10,10,10,9,9,13,2.58,30286,1,Montserrat,39,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2,9,strict,5,False,False,3457,9354,70533,91,10,9,10,10,10,9,15,3,9354,1,Spain,12,False
Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2560,30286,6499,95,10,10,9,10,10,9,13,3.94,30286,1,Montserrat,39,False
Barbados,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,True,False,3470,18315,60867,100,10,10,10,10,10,10,1,0.2,18315,1,Bosnia and Herzegovina,1,False
Malta,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1325,19758,12251,100,9,10,10,10,10,10,4,0.78,19758,1,Marshall Islands,1,False
Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,2066,27774,1968,60,8,7,7,7,7,5,5,1.47,27774,0.78,Vietnam,15,False
Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,3,True,False,3275,25344,48613,60,6,6,10,10,6,2,1,0.48,25344,0.9,Faroe Islands,8,False
Barbados,Type V5,Plasma,ThetaBase Services,2,6,strict,3,True,False,3470,25344,18803,80,10,6,10,10,10,8,1,0.4,25344,0.9,Faroe Islands,8,False
Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,3,True,False,3275,25344,2970,100,10,10,10,6,10,10,1,1,25344,0.9,Faroe Islands,8,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,6,moderate,3,False,False,3145,16173,52386,96,10,10,9,10,10,10,14,2.75,16173,1,Rwanda,1,False
Malta,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,False,False,1650,330,24417,85,9,8,9,9,9,9,11,2.84,330,1,United Kingdom,1,False
Barbados,Type V5,Plasma,ThetaBase Services,2,6,moderate,2,False,False,4770,30286,40048,86,9,9,10,10,9,8,14,2.73,30286,1,Montserrat,39,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,2417,38406,64725,87,9,9,10,10,10,9,9,4.66,38406,0.96,Russian Federation,6,True
Nicaragua,Type F5,Plasma,ThetaBase Services,3,9,strict,4,False,False,3847,24026,31196,80,8,7,9,9,9,9,3,0.83,24026,0.98,Cape Verde,69,True
Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,2950,8225,40813,91,9,9,9,9,9,8,7,1.49,8225,0.95,Barbados,31,False
United Kingdom,Type F5,Plasma,ThetaBase Services,3,6,moderate,3,False,False,3340,30286,56277,100,10,10,10,10,10,10,4,0.89,30286,1,Montserrat,39,False
Malta,Type V5,Plasma,ThetaBase Services,2,3,moderate,2,False,False,2365,30286,67675,90,10,9,10,10,9,10,2,0.47,30286,1,Montserrat,39,False
Wallis and Futuna,Type F5,Plasma,ThetaBase Services,3,6,moderate,3,False,False,2625,30286,54975,100,10,10,10,9,9,10,3,0.6,30286,1,Montserrat,39,False
Niue,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1299,41254,24595,88,10,8,10,10,8,10,5,0.99,41254,1,Niue,1,False
Kiribati,Type F5,Plasma,ThetaBase Services,3,6,strict,3,False,False,2690,28828,12614,91,9,10,9,9,10,9,11,2.26,28828,1,Isle of Man,198,True
Rwanda,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2365,30286,25144,78,9,9,9,9,9,8,9,1.89,30286,1,Montserrat,39,False
Faroe Islands,Type F5,Plasma,ThetaBase Services,4,8,strict,8,False,False,2820,4330,54707,100,9,9,9,9,9,9,2,1.87,4330,0.94,Ukraine,60,True
Micronesia,Type V5,Nuclear,ThetaBase Services,1,2,flexible,1,False,False,1325,16042,9326,100,10,9,10,10,10,10,6,1.17,16042,0,Rwanda,2,False
Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2417,657,73146,100,10,10,10,10,10,10,5,1.36,657,1,Marshall Islands,2,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1585,39812,6212,97,10,10,10,10,10,10,64,11.93,39812,1,Nicaragua,6,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1585,39812,50454,96,10,10,10,10,10,9,52,9.81,39812,1,Nicaragua,6,True
Estonia,Type V5,Plasma,ThetaBase Services,0,4,strict,2,True,False,1598,44169,67050,80,8,4,8,8,10,6,1,0.22,44169,0.97,Portugal,39,False
Rwanda,Type V5,Plasma,ThetaBase Services,2,7,flexible,2,True,False,2378,23972,64108,90,9,9,10,10,9,9,10,4.17,23972,1,Zimbabwe,2,True
Micronesia,Type V5,Plasma,ThetaBase Services,2,6,strict,2,False,False,2430,14318,40986,91,9,10,9,10,10,9,7,1.35,14318,0.95,China,2,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,moderate,2,False,False,2300,30286,63389,60,8,8,6,6,8,8,2,0.44,30286,1,Montserrat,39,False
Estonia,Type F5,Quantum,ThetaBase Services,1,4,flexible,2,True,False,1182,11946,4726,80,8,7,9,9,9,8,7,1.32,11946,0.89,Zimbabwe,2,False
Rwanda,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2755,30286,70361,84,9,8,10,9,9,9,9,2.65,30286,1,Montserrat,39,False
Malta,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,2430,4575,7599,85,9,9,9,8,9,9,8,2.18,4575,1,Pakistan,3,False
Kiribati,Type V5,Quantum,ThetaBase Services,0,2,moderate,1,True,False,1390,2112,54831,100,10,10,10,10,10,10,49,9.3,2112,1,Nicaragua,2,False
Barbados,Type V5,Plasma,ThetaBase Services,2,5,strict,2,True,False,4120,42286,71372,98,10,10,10,10,10,9,13,3.12,42286,0.94,Vietnam,9,True
Bouvet Island (Bouvetoya),Type V5,Plasma,Warwick Technology Multinational,1,3,strict,1,False,False,1871,32161,56389,100,10,10,10,10,9,10,4,0.83,32161,1,Nicaragua,5,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,1910,18362,30533,90,10,10,10,10,10,9,4,0.83,18362,1,Uganda,5,False
Malta,Type V5,Plasma,ThetaBase Services,3,5,moderate,3,False,False,4120,30286,21295,100,10,10,10,10,10,10,2,0.41,30286,1,Montserrat,39,False
Malta,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2300,2732,33075,87,10,10,9,9,9,9,7,1.58,2732,1,Turkmenistan,4,False
Barbados,Type V5,Plasma,ThetaBase Services,3,8,strict,7,False,False,4770,24118,15180,93,9,9,8,10,10,9,6,1.28,24118,0.98,Ghana,21,True
Barbados,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,3210,30286,8022,80,9,8,10,8,10,8,7,1.38,30286,1,Montserrat,39,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1585,39812,40138,95,10,10,10,10,10,9,38,7.76,39812,1,Nicaragua,6,True
Gambia,Type V5,Plasma,ThetaBase Services,2,6,strict,5,True,False,2300,11913,66075,90,10,10,10,10,8,10,4,1.74,11913,1,Gambia,5,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,flexible,2,False,False,2105,35213,29549,97,10,10,10,10,10,10,6,1.36,35213,0.83,Russian Federation,1,False
Niue,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1520,25308,48636,87,9,9,10,10,9,10,4,0.78,25308,1,Guinea,1,True
Micronesia,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2235,27819,31494,97,10,10,9,10,10,10,12,3.05,27819,1,Kenya,1,False
Pakistan,Type F5,Quantum,ThetaBase Services,4,1,flexible,1,True,False,1195,48106,47415,93,10,10,10,9,9,9,4,1.17,48106,1,Cocos (Keeling) Islands,1,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1585,17529,72424,97,10,10,10,10,9,9,6,1.18,17529,1,Turkmenistan,1,False
Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,3470,12802,19329,96,10,9,10,10,10,9,14,2.84,12802,1,Niger,3,True
Rwanda,Type V5,Plasma,ThetaBase Services,2,5,moderate,2,False,False,2300,26238,74634,100,10,9,10,10,10,10,9,2.84,26238,1,Turkmenistan,2,True
Rwanda,Type F5,Plasma,ThetaBase Services,3,5,moderate,3,False,False,3470,30286,19129,92,10,9,10,10,10,9,5,1.28,30286,1,Montserrat,39,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2,6,moderate,2,False,False,2755,30286,14468,89,9,8,10,10,9,8,9,2.11,30286,1,Montserrat,39,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,4120,24033,54348,94,9,9,10,9,10,9,11,4.85,24033,1,Uganda,45,False
Barbados,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,False,False,2560,39109,74917,100,10,10,10,10,10,10,1,1,39109,0.77,Ukraine,24,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2,5,strict,3,True,False,2820,41604,42527,73,7,7,7,7,9,7,4,1.01,41604,1,Tonga,4,False
